no,name,typesetting,kunnrei,font,color,created,kana
1,ありがたい！,ありがたい！,arigatai_,,0,5.0.0,ありがたい！
2,アウト！,アウト！,auto_,,0,5.0.0,あうと！
3,金だ〜！,金だ〜！,kaneda-_,,9,5.0.0,かねだー！
4,こちらこそ！,こちらこそ！,kotirakoso_,,9,5.0.0,こちらこそ！
5,おこだよ,おこだよ,okodayo,,0,5.0.0,おこだよ
6,怒った？,怒った？,okotta_,,7,5.0.0,おこった？
7,セーフ！,セーフ！,se-hu_,,6,5.0.0,せーふ！
8,あー,あー,a-,serif,6,5.0.0,あー
9,アゲリシャス,アゲリシャス,agerisyasu,,7,5.0.0,あげりしゃす
10,アグリー,アグリー,aguri-,,3,5.0.0,あぐりー
11,あけおめ,あけおめ,akeome,,0,5.0.0,あけおめ
12,諦,諦,akirame,serif,9,5.0.0,あきらめ
13,安全第一,安全第一,annzenndaiiti,,3,5.0.0,あんぜんだいいち
14,アオハル,アオハル,aoharu,,6,5.0.0,あおはる
15,ありがち,ありがち,arigati,,6,5.0.0,ありがち
16,あります,あります,arimasu,,2,5.0.0,あります
17,あるある,あるある,aruaru,,10,5.0.0,あるある
18,バグレポ,バグレポ,bagurepo,,9,5.0.0,ばぐれぽ
19,バイブス,バイブス,baibusu,,11,5.0.0,ばいぶす
20,バルス,バルス,barusu,,2,5.0.0,ばるす
21,便利,便利,bennri,serif,0,5.0.0,べんり
22,ボタンポチー,ボタンポチー,botannpoti-,,3,5.0.0,ぼたんぽちー
23,無事死亡,無事死亡,buzisibou,,6,5.0.0,ぶじしぼう
24,CSSISAWESOME,CSS IS AWESOME,cssisawesome,latin,7,5.0.0,CSS IS AWESOME
25,ダブスタ,ダブスタ,dabusuta,,9,5.0.0,だぶすた
26,だれとく,だれとく,daretoku,,3,5.0.0,だれとく
27,だれうま,だれうま,dareuma,,4,5.0.0,だれうま
28,ですです,ですです,desudesu,,2,5.0.0,ですです
29,ですよね,ですよね,desuyone,,4,5.0.0,ですよね
30,どうして,どうして,dousite,,9,5.0.0,どうして
31,どうやってやってるの,どうやってやってるの,douyatteyatteruno,,8,5.0.0,どうやってやってるの
32,どうぞどうぞ,どうぞどうぞ,douzodouzo,,1,5.0.0,どうぞどうぞ
33,えー,えー,e-,serif,0,5.0.0,えー
34,ええやん,ええやん,eeyann,,0,5.0.0,ええやん
35,エモい,エモい,emoi,,5,5.0.0,えもい
36,偉い,偉い,erai,serif,4,5.0.0,えらい
37,元気笑顔,元気笑顔,gennkiegao,,9,5.0.0,げんきえがお
38,限定公開,限定公開,gennteikoukai,,10,5.0.0,げんていこうかい
39,銀の弾丸,銀の弾丸,ginnnodanngann,,9,5.0.0,ぎんのだんがん
40,ギルティ,ギルティ,giruthi,,0,5.0.0,ぎるてぃ
41,五月病,五月病,gogatubyou,,4,5.0.0,ごがつびょう
42,ごめんなさい,ごめんなさい,gomennnasai,,0,5.0.0,ごめんなさい
43,偶然だぞ,偶然だぞ,guuzenndazo,,8,5.0.0,ぐうぜんだぞ
44,はい,はい,hai-,serif,6,5.0.0,はいー
45,はらへり,はらへり,haraheri,,0,5.0.0,はらへり
46,へー,へー,he-,serif,9,5.0.0,へー
47,人はなぜ,人はなぜ,hitohanaze,,0,5.0.0,ひとはなぜ
48,必要,必要,hituyou,serif,5,5.0.0,ひつよう
49,ほぼほぼ,ほぼほぼ,hobohobo,,6,5.0.0,ほぼほぼ
50,本人,本人,honnninn,serif,7,5.0.0,ほんにん
51,ほんとだ,ほんとだ,honntoda,,11,5.0.0,ほんとだ
52,欲しい,欲しい,hosii,,5,5.0.0,ほしい
53,ホウレンソウ,ホウレンソウ,hourennsou,,7,5.0.0,ほうれんそう
54,不要,不要,huyou,serif,10,5.0.0,ふよう
55,異議あり,異議あり,igiari,,4,5.0.0,いぎあり
56,異議なし,異議なし,iginasi,,5,5.0.0,いぎなし
57,いいえ,いいえ,iie,serif,0,5.0.0,いいえ
58,いい感じ,いい感じ,iikannzi,,6,5.0.0,いいかんじ
59,いいね！,いいね！,iine_,,0,5.0.0,いいね！
60,いいよ,いいよ,iiyo,,10,5.0.0,いいよ
61,一件落着,一件落着,ikkennrakutyaku,,0,5.0.0,いっけんらくちゃく
62,古の仕様,古の仕様,inisienosiyou,,0,5.0.0,いにしえのしよう
63,インフル,インフル,innhuru,,0,5.0.0,いんふる
64,インシデント,インシデント,innsidennto,,9,5.0.0,いんしでんと
65,印税,印税,innzei,,4,5.0.0,いんぜい
66,祈り,祈り,inori,serif,5,5.0.0,いのり
67,一般公開,一般公開,ippannkoukai,,6,5.0.0,いっぱんこうかい
68,一発当て太郎,一発当て太郎,ippatuatetarou,,0,5.0.0,いっぱつあてたろう
69,いろいろ,いろいろ,iroiro,,10,5.0.0,いろいろ
70,is誰,is 誰,isdare,serif,7,5.0.0,isだれ
71,is何,is 何,isnani,serif,4,5.0.0,isなに
72,いつものパターン,いつものパターン,itumonopata-nn,,11,5.0.0,いつものぱたーん
73,嫌な予感,嫌な予感,iyanayokann,,7,5.0.0,いやなよかん
74,いやそのりくつはおかしい,いやその りくつは おかしい,iyasonorikutuhaokasii,,8,5.0.0,いやそのりくつはおかしい
75,解決済み,解決済み,kaiketuzumi,,0,5.0.0,かいけつずみ
76,解散,解散,kaisann,serif,9,5.0.0,かいさん
77,革命,革命,kakumei,serif,9,5.0.0,かくめい
78,神ムーブ,神ムーブ,kamimu-bu,,1,5.0.0,かみむーぶ
79,完,完,kann,serif,8,5.0.0,かん
80,感謝感激,感謝感激,kannsyakanngeki,,4,5.0.0,かんしゃかんげき
81,完全同意,完全同意,kannzenndoui,,5,5.0.0,かんぜんどうい
82,完全理解,完全理解,kannzennrikai,,10,5.0.0,かんぜんりかい
83,完全勝利,完全勝利,kannzennsyouri,,3,5.0.0,かんぜんしょうり
84,かしこまりこ,かしこまりこ,kasikomariko,,6,5.0.0,かしこまりこ
85,かわいい,かわいい,kawaii,,11,5.0.0,かわいい
86,経営判断,経営判断,keieihanndann,,4,5.0.0,けいえいはんだん
87,健康第一,健康第一,kennkoudaiiti,,6,5.0.0,けんこうだいいち
88,きになる,きになる,kininaru,,9,5.0.0,きになる
89,記入待ち,記入待ち,kinyuumati,,0,5.0.0,きにゅうまち
90,記入済み,記入済み,kinyuuzumi,,7,5.0.0,きにゅうずみ
91,心の俳句,心の俳句,kokoronohaiku,,10,5.0.0,こころのはいく
92,コピペしよう,コピペしよう,kopipesiyou,,10,5.0.0,こぴぺしよう
93,コピペやめろ,コピペやめろ,kopipeyamero,,11,5.0.0,こぴぺやめろ
94,これはひどい,これはひどい,korehahidoi,,2,5.0.0,これはひどい
95,個性豊か,個性豊か,koseiyutaka,,5,5.0.0,こせいゆたか
96,高速前進,高速前進,kousokuzennsinn,,0,5.0.0,こうそくぜんしん
97,こじらせ,こじらせ,kozirase,,9,5.0.0,こじらせ
98,黒歴史,黒歴史,kurorekisi,,3,5.0.0,くろれきし
99,極度乾燥,極度乾燥,kyokudokannsou,,0,5.0.0,きょくどかんそう
100,虚無,虚無,kyomu,serif,6,5.0.0,きょむ
101,恐縮です,恐縮です,kyousyukudesu,,9,5.0.0,きょうしゅくです
102,LGTM,LGTM,lgtm,latin,6,5.0.0,LGTM
103,まかせろ,まかせろ,makasero,,0,5.0.0,まかせろ
104,まかせた,まかせた,makaseta,,6,5.0.0,まかせた
105,学びです,学びです,manabidesu,,5,5.0.0,まなびです
106,マサカリ,マサカリ,masakari,,0,5.0.0,まさかり
107,まじかよ,まじかよ,mazikayo,,5,5.0.0,まじかよ
108,マジ卍,マジ卍,mazimannzi,,6,5.0.0,まじまんじ
109,マジレス,マジレス,maziresu,,9,5.0.0,まじれす
110,めでたい,めでたい,medetai,,10,5.0.0,めでたい
111,めでたしめでたし,めでたしめでたし,medetasimedetasi,,1,5.0.0,めでたしめでたし
112,迷作,迷作,meisaku,serif,7,5.0.0,めいさく
113,目から鱗,目から鱗,mekarauroko,,0,5.0.0,めからうろこ
114,めんどい,めんどい,menndoi,,10,5.0.0,めんどい
115,メリデメ,メリデメ,merideme,,11,5.0.0,めりでめ
116,めしテロ,めしテロ,mesitero,,7,5.0.0,めしてろ
117,身も蓋もない,身も蓋もない,mimohutamonai,,10,5.0.0,みもふたもない
118,ミステリ,ミステリ,misuteri,,6,5.0.0,みすてり
119,モック版,モック版,mokkubann,,10,5.0.0,もっくばん
120,問題あり,問題あり,monndaiari,,0,5.0.0,もんだいあり
121,問題なし,問題なし,monndainasi,,6,5.0.0,もんだいなし
122,もれてる,もれてる,moreteru,,0,5.0.0,もれてる
123,もうだめ,もうだめ,moudame,,0,5.0.0,もうだめ
124,もう知らない,もう知らない,mousiranai,,2,5.0.0,もうしらない
125,もうすぐ,もうすぐ,mousugu,,3,5.0.0,もうすぐ
126,盲点,盲点,moutenn,serif,5,5.0.0,もうてん
127,文字数,文字数,mozisuu,,10,5.0.0,もじすう
128,無駄無駄,無駄無駄,mudamuda,,8,5.0.0,むだむだ
129,無限の可能性,無限の可能性,mugennnokanousei,,9,5.0.0,むげんのかのうせい
130,無限ループ,無限ループ,mugennru-pu,,1,5.0.0,むげんるーぷ
131,無念,無念,munenn,serif,8,5.0.0,むねん
132,無理そう,無理そう,murisou,,8,5.0.0,むりそう
133,無敵,無敵,muteki,serif,0,5.0.0,むてき
134,なかよし,なかよし,nakayosi,,10,5.0.0,なかよし
135,何もわからない,何もわからない,nanimowakaranai,,6,5.0.0,なにもわからない
136,何卒,何卒,nanitozo,serif,6,5.0.0,なにとぞ
137,なんなの,なんなの,nannnano,,6,5.0.0,なんなの
138,なんてこったい,なんてこったい,nanntekottai,,0,5.0.0,なんてこったい
139,なおした,なおした,naosita,,6,5.0.0,なおした
140,なりそう,なりそう,narisou,,9,5.0.0,なりそう
141,なるほだない,なるほだない,naruhodanai,,9,5.0.0,なるほだない
142,ナルホド,ナルホド,naruhodo,,1,5.0.0,なるほど
143,なるほどわからん,なるほどわからん,naruhodowakarann,,4,5.0.0,なるほどわからん
144,懐かしい,懐かしい,natukasii,,4,5.0.0,なつかしい
145,ナウい,ナウい,naui,,5,5.0.0,なうい
146,謎,謎,nazo,serif,1,5.0.0,なぞ
147,謎ですね,謎ですね,nazodesune,,8,5.0.0,なぞですね
148,ね,ね,ne,serif,0,5.0.0,ね
149,願い,願い,negai,serif,9,5.0.0,ねがい
150,脳に直接,脳に直接,nounityokusetu,,8,5.0.0,のうにちょくせつ
151,おー,おー,o-,serif,2,5.0.0,おー
152,お大事に,お大事に,odaizini,,3,5.0.0,おだいじに
153,おはよう,おはよう,ohayou,,5,5.0.0,おはよう
154,オフレコ,オフレコ,ohureko,,1,5.0.0,おふれこ
155,おいしい,おいしい,oisii,,6,5.0.0,おいしい
156,おかえり,おかえり,okaeri,,3,5.0.0,おかえり
157,オッケー,オッケー,okke-,,11,5.0.0,おっけー
158,怒ってないよ,怒ってないよ,okottenaiyo,,4,5.0.0,おこってないよ
159,おめでと,おめでと,omedeto,,6,5.0.0,おめでと
160,同じ,同じ,onazi,serif,1,5.0.0,おなじ
161,お願いします,お願いします,onegaisimasu,,3,5.0.0,おねがいします
162,鬼,鬼,oni,serif,11,5.0.0,おに
163,オラオラ,オラオラ,oraora,,11,5.0.0,おらおら
164,お酒に失礼します,お酒に失礼します,osakenisitureisimasu,,0,5.0.0,おさけにしつれいします
165,お世話になっております,お世話に なってお ります,osewaninatteorimasu,,6,5.0.0,おせわになっております
166,おしえて,おしえて,osiete,,7,5.0.0,おしえて
167,オシャン,オシャン,osyann,,9,5.0.0,おしゃん
168,おちつこ,おちつこ,otituko,,11,5.0.0,おちつこ
169,お疲れ様,お疲れ様,otukaresama,,3,5.0.0,おつかれさま
170,おわかりいただけただろうか？,おわかりい ただけただ ろうか？,owakariitadaketadarouka_,,9,5.0.0,おわかりいただけただろうか？
171,おやおや,おやおや,oyaoya,,9,5.0.0,おやおや
172,パーペキ,パーペキ,pa-peki,,0,5.0.0,ぱーぺき
173,パワープレイ,パワープレイ,pawa-purei,,3,5.0.0,ぱわーぷれい
174,パワーワード,パワーワード,pawa-wa-do,,9,5.0.0,ぱわーわーど
175,ポリコレ,ポリコレ,porikore,,4,5.0.0,ぽりこれ
176,ポチッと,ポチッと,potitto,,4,5.0.0,ぽちっと
177,ピュアだ,ピュアだ,pyuada,,9,5.0.0,ぴゅあだ
178,ランチタイム,ランチタイム,ranntitaimu,,11,5.0.0,らんちたいむ
179,理解ング,理解ング,rikainngu,,5,5.0.0,りかいんぐ
180,了解です,了解です,ryoukaidesu,,11,5.0.0,りょうかいです
181,良作,良作,ryousaku,serif,10,5.0.0,りょうさく
182,サゲリシャス,サゲリシャス,sagerisyasu,,5,5.0.0,さげりしゃす
183,最後の手段,最後の手段,saigonosyudann,,1,5.0.0,さいごのしゅだん
184,最初はみんな未経験,最初は みんな 未経験,saisyohaminnnamikeikenn,,8,5.0.0,さいしょはみんなみけいけん
185,察し,察し,sassi,serif,8,5.0.0,さっし
186,さすがだ,さすがだ,sasugada,,4,5.0.0,さすがだ
187,正解,正解,seikai,serif,5,5.0.0,せいかい
188,成長痛,成長痛,seityoutuu,,0,5.0.0,せいちょうつう
189,世界平和,世界平和,sekaiheiwa,,4,5.0.0,せかいへいわ
190,セヤング,セヤング,seyanngu,,4,5.0.0,せやんぐ
191,死,死,si,serif,7,5.0.0,し
192,心理的安全性,心理的安全性,sinnritekiannzennzei,,6,5.0.0,しんりてきあんぜんぜい
193,信じよう,信じよう,sinnziyou,,8,5.0.0,しんじよう
194,忍びねぇ,忍びねぇ,sinobinele,,4,5.0.0,しのびねぇ
195,知らなかった,知らなかった,siranakatta,,10,5.0.0,しらなかった
196,知ってた,知ってた,sitteta,,2,5.0.0,しってた
197,仕様です,仕様です,siyoudesu,,6,5.0.0,しようです
198,しずかに,しずかに,sizukani,,4,5.0.0,しずかに
199,そこをなんとか,そこをなんとか,sokowonanntoka,,10,5.0.0,そこをなんとか
200,即ブクマ,即ブクマ,sokubukuma,,6,5.0.0,そくぶくま
201,その言葉が聞きたかった,その言葉が聞きたかった,sonokotobagakikitakatta,,4,5.0.0,そのことばがききたかった
202,それな,それな,sorena,,7,5.0.0,それな
203,そうです,そうです,soudesu,,10,5.0.0,そうです
204,そういうとこだぞ,そういうとこだぞ,souiutokodazo,,9,5.0.0,そういうとこだぞ
205,そうしよ,そうしよ,sousiyo,,7,5.0.0,そうしよ
206,想定外,想定外,souteigai,,5,5.0.0,そうていがい
207,想定内,想定内,souteinai,,6,5.0.0,そうていない
208,想像力豊,想像力豊,souzouryokuyutaka,,2,5.0.0,そうぞうりょくゆたか
209,すごそう,すごそう,sugosou,,4,5.0.0,すごそう
210,すぐ病院,すぐ病院,sugubyouinn,,7,5.0.0,すぐびょういん
211,推奨納言,推奨納言,suisyounagonn,,7,5.0.0,すいしょうなごん
212,すこ,すこ,suko,serif,10,5.0.0,すこ
213,スプシー,スプシー,supusi-,,3,5.0.0,すぷしー
214,スレッド,スレッド,sureddo,,4,5.0.0,すれっど
215,素敵です,素敵です,sutekidesu,,7,5.0.0,すてきです
216,少々お待ちを,少々お待ちを,syousyouomatiwo,,9,5.0.0,しょうしょうおまちを
217,シュール,シュール,syu-ru,,6,5.0.0,しゅーる
218,主語デカ,主語デカ,syugodeka,,7,5.0.0,しゅごでか
219,祝,祝,syuku,serif,10,5.0.0,しゅく
220,終了,終了,syuuryou,serif,8,5.0.0,しゅうりょう
221,修正済み,修正済み,syuuseizumi,,2,5.0.0,しゅうせいずみ
222,たぶんね,たぶんね,tabunnne,,10,5.0.0,たぶんね
223,多分動くと思うからリリースしようぜ,多分動くと思 うからリリー スしようぜ,tabunnugokutoomoukarariri-susiyouze,,5,5.0.0,たぶんうごくとおもうからりりーすしようぜ
224,対応済み,対応済み,taiouzumi,,9,5.0.0,たいおうずみ
225,タイポだ,タイポだ,taipoda,,11,5.0.0,たいぽだ
226,たんおめ,たんおめ,tannome,,10,5.0.0,たんおめ
227,たのんだ,たのんだ,tanonnda,,8,5.0.0,たのんだ
228,たのしみ,たのしみ,tanosimi,,4,5.0.0,たのしみ
229,たしかに,たしかに,tasikani,,5,5.0.0,たしかに
230,たすけて,たすけて,tasukete,,10,5.0.0,たすけて
231,定時,定時,teizi,serif,0,5.0.0,ていじ
232,天国かよ,天国かよ,tenngokukayo,,5,5.0.0,てんごくかよ
233,天才かよ,天才かよ,tennsaikayo,,10,5.0.0,てんさいかよ
234,…。,…。,tenntenntenn,,10,5.0.0,てんてんてん
235,治安悪い,治安悪い,tiannwarui,,1,5.0.0,ちあんわるい
236,ちがった,ちがった,tigatta,,4,5.0.0,ちがった
237,知見だ,知見だ,tikennda,,10,5.0.0,ちけんだ
238,特定済み,特定済み,tokuteizumi,,6,5.0.0,とくていずみ
239,止まるんじゃねぇぞ,止まるんじゃねぇぞ,tomarunnzyanelezo,,0,5.0.0,とまるんじゃねぇぞ
240,トンマナ,トンマナ,tonnmana,,6,5.0.0,とんまな
241,トルツメ,トルツメ,torutume,,7,5.0.0,とるつめ
242,使えない,使えない,tukaenai,,0,5.0.0,つかえない
243,つかえる,つかえる,tukaeru,,2,5.0.0,つかえる
244,つかれた,つかれた,tukareta,,9,5.0.0,つかれた
245,つんでる,つんでる,tunnderu,,1,5.0.0,つんでる
246,つらい,つらい,turai,,9,5.0.0,つらい
247,ちょろい,ちょろい,tyoroi,,10,5.0.0,ちょろい
248,チョットデキル,チョットデキル,tyottodekiru,,10,5.0.0,ちょっとできる
249,調整さん,調整さん,tyouseisann,,4,5.0.0,ちょうせいさん
250,ＵＩＵＸ,ＵＩＵＸ,uiux,,1,5.0.0,UIUX
251,ウケる,ウケる,ukeru,,10,5.0.0,うける
252,うん,うん,unn,serif,4,5.0.0,うん
253,ＵＱ,ＵＱ,uq,serif,10,5.0.0,UQ
254,うらやま,うらやま,urayama,,9,5.0.0,うらやま
255,嘘でしょ,嘘でしょ,usodesyo,,6,5.0.0,うそでしょ
256,ｗｗｗｗ,ｗｗｗｗ,wwww,,4,5.0.0,wwww
257,やばそう,やばそう,yabasou,,7,5.0.0,やばそう
258,闇が深い,闇が深い,yamigahukai,,8,5.0.0,やみがふかい
259,やんでる,やんでる,yannderu,,4,5.0.0,やんでる
260,やらかし,やらかし,yarakasi,,10,5.0.0,やらかし
261,やりたい,やりたい,yaritai,,0,5.0.0,やりたい
262,やったね,やったね,yattane,,7,5.0.0,やったね
263,やっていき,やっていき,yatteiki,,6,5.0.0,やっていき
264,YAZAWAがなんて言うかな,YAZAWA がなんて 言うかな,yazawaganannteiukana,,9,5.0.0,YAZAWAがなんていうかな
265,よくわからないけど治った,よくわか らないけ ど治った,yokuwakaranaikedonaotta,,1,5.0.0,よくわからないけどなおった
266,蘇る悪夢,蘇る悪夢,yomigaeruakumu,,5,5.0.0,よみがえるあくむ
267,夜は寝ろ,夜は寝ろ,yoruhanero,,9,5.0.0,よるはねろ
268,よさそう,よさそう,yosasou,,6,5.0.0,よさそう
269,夢がある,夢がある,yumegaaru,,4,5.0.0,ゆめがある
270,ゆるして,ゆるして,yurusite,,9,5.0.0,ゆるして
271,優勝,優勝,yuusyou,serif,5,5.0.0,ゆうしょう
272,残念,残念,zannnenn,serif,8,5.0.0,ざんねん
273,雑,雑,zatu,serif,2,5.0.0,ざつ
274,全部入り,全部入り,zennbuiri,,7,5.0.0,ぜんぶいり
275,事後報告,事後報告,zigohoukoku,,8,5.0.0,じごほうこく
276,地獄かよ,地獄かよ,zigokukayo,,9,5.0.0,じごくかよ
277,事業貢献,事業貢献,zigyoukoukenn,,11,5.0.0,じぎょうこうけん
278,自戒込め,自戒込め,zikaikome,,5,5.0.0,じかいこめ
279,自己解決,自己解決,zikokaiketu,,0,5.0.0,じこかいけつ
280,二郎,二郎,zirou,serif,2,5.0.0,じろう
281,実質無料,実質無料,zissitumuryou,,10,5.0.0,じっしつむりょう
282,自宅作業,自宅作業,zitakusagyou,,4,5.0.0,じたくさぎょう
283,ズッ友,ズッ友,zuttomo,,1,5.0.0,ずっとも
284,は？,は？,ha_,serif,0,5.0.0,は？
285,アブノーマル,アブノーマル,abuno-maru,,5,5.0.0,あぶのーまる
286,相手は生きる,相手は生きる,aitehaikiru,,4,5.0.0,あいてはいきる
287,相手は死ぬ,相手は死ぬ,aitehasinu,,5,5.0.0,あいてはしぬ
288,アカン光殺砲,アカン光殺砲,akannkousappou,,0,5.0.0,あかんこうさっぽう
289,アルマーニのパンツ,アルマーニのパンツ,aruma-ninopanntu,,6,5.0.0,あるまーにのぱんつ
290,brainfxxk,brain fxxk,brainfxxk,latin,9,5.0.0,brain fxxk
291,ブサメン,ブサメン,busamenn,,1,5.0.0,ぶさめん
292,ブタ野郎,ブタ野郎,butayarou,,2,5.0.0,ぶたやろう
293,ブチ殺し部屋,ブチ殺し部屋,butikorosibeya,,3,5.0.0,ぶちころしべや
294,ブチ殺し部屋killの富士,ブチ殺し 部屋kill の富士,butikorosibeyakillnohuzi,,4,5.0.0,ぶちころしべやきllのふじ
295,出会い系,出会い系,deaikei,,10,5.0.0,であいけい
296,デブ飲料,デブ飲料,debuinnryou,,1,5.0.0,でぶいんりょう
297,デブ環境,デブ環境,debukannkyou,,2,5.0.0,でぶかんきょう
298,デブオカ,デブオカ,debuoka,,3,5.0.0,でぶおか
299,デブリシャス,デブリシャス,deburisyasu,,4,5.0.0,でぶりしゃす
300,デブリシャ水,デブリシャ水,deburisyasui,,5,5.0.0,でぶりしゃすい
301,童貞かな,童貞かな,douteikana,,10,5.0.0,どうていかな
302,笑顔で殴打,笑顔で殴打,egaodeouda,,10,5.0.0,えがおでおうだ
303,エロすぎ,エロすぎ,erosugi,,10,5.0.0,えろすぎ
304,ガールフレンド,ガールフレンド,ga-ruhurenndo,,0,5.0.0,がーるふれんど
305,ガールズデバイス,ガールズデバイス,ga-ruzudebaisu,,1,5.0.0,がーるずでばいす
306,ガチョウパンツ,ガチョウパンツ,gatyoupanntu,,9,5.0.0,がちょうぱんつ
307,ゲス野郎,ゲス野郎,gesuyarou,,9,5.0.0,げすやろう
308,ハボマリオン,ハボマリオン,habomarionn,,10,5.0.0,はぼまりおん
309,変態かよ,変態かよ,henntaikayo,,6,5.0.0,へんたいかよ
310,ひわい❤︎,ひわい❤︎,hiwai,,10,5.0.0,ひわい
311,卑猥です,卑猥です,hiwaidesu,,6,5.0.0,ひわいです
312,卑猥かも,卑猥かも,hiwaikamo,,9,5.0.0,ひわいかも
313,卑猥魔族,卑猥魔族,hiwaimazoku,,6,5.0.0,ひわいまぞく
314,卑猥優先,卑猥優先,hiwaiyuusenn,,10,5.0.0,ひわいゆうせん
315,不健康な性欲,不健康な性欲,hukennkounaseiyoku,,5,5.0.0,ふけんこうなせいよく
316,太るぞ,太るぞ,hutoruzo,,3,5.0.0,ふとるぞ
317,良いパンツ,良いパンツ,iipanntu,,5,5.0.0,いいぱんつ
318,イケメン,イケメン,ikemenn,,10,5.0.0,いけめん
319,一発させ太郎,一発させ太郎,ippatusasetarou,,5,5.0.0,いっぱつさせたろう
320,健康的な性欲,健康的な性欲,kennkoutekinaseiyoku,,9,5.0.0,けんこうてきなせいよく
321,起票童貞,起票童貞,kihyoudoutei,,1,5.0.0,きひょうどうてい
322,killの富士,kill の富士,killnohuzi,,0,5.0.0,killのふじ
323,きもいぞ,きもいぞ,kimoizo,,6,5.0.0,きもいぞ
324,コバエ殺した,コバエ殺した,kobaekorosita,,6,5.0.0,こばえころした
325,殺す気か,殺す気か,korosukika,,0,5.0.0,ころすきか
326,クッ殺せ,クッ殺せ,kukkorose,,1,5.0.0,くっころせ
327,糞,糞,kuso,serif,11,5.0.0,くそ
328,クソオブクソ,クソオブクソ,kusoobukuso,,11,5.0.0,くそおぶくそ
329,クソリプ,クソリプ,kusoripu,,11,5.0.0,くそりぷ
330,クソ野郎,クソ野郎,kusoyarou,,0,5.0.0,くそやろう
331,命名がスケベ,命名がスケベ,meimeigasukebe,,10,5.0.0,めいめいがすけべ
332,メンズデバイス,メンズデバイス,mennzudebaisu,,2,5.0.0,めんずでばいす
333,もうしこい,もうしこい,mousikoi,,10,5.0.0,もうしこい
334,無修正,無修正,musyuusei,,10,5.0.0,むしゅうせい
335,のバカ！,のバカ！,nobaka_,,9,5.0.0,のばか！
336,鬼のパンツ,鬼のパンツ,oninopanntu,,2,5.0.0,おにのぱんつ
337,女のヨガ,女のヨガ,onnnanoyoga,,5,5.0.0,おんなのよが
338,おっぱい,おっぱい,oppai,,9,5.0.0,おっぱい
339,おしっこファクトリー,おしっこファクトリー,osikkofakutori-,,2,5.0.0,おしっこふぁくとりー
340,おっさん,おっさん,ossann,,3,5.0.0,おっさん
341,おしゃぶりサングラス,おしゃぶりサングラス,osyaburisanngurasu,,3,5.0.0,おしゃぶりさんぐらす
342,男のヨガ,男のヨガ,otokonoyoga,,1,5.0.0,おとこのよが
343,ピンク本,ピンク本,pinnkubonn,,10,5.0.0,ぴんくぼん
344,させ太郎,させ太郎,sasetarou,,6,5.0.0,させたろう
345,性で消耗,性で消耗,seidesyoumou,,6,5.0.0,せいでしょうもう
346,性を消費,性を消費,seiwosyouhi,,11,5.0.0,せいをしょうひ
347,セックス,セックス,sekkusu,,10,5.0.0,せっくす
348,死後さばきにあう,死後さばきにあう,sigosabakiniau,,5,5.0.0,しごさばきにあう
349,死亡確認,死亡確認,siboukakuninn,,6,5.0.0,しぼうかくにん
350,四月馬鹿,四月馬鹿,sigatubaka,,8,5.0.0,しがつばか
351,シコ太郎,シコ太郎,sikotarou,,10,5.0.0,しこたろう
352,死ねどす,死ねどす,sinedosu,,5,5.0.0,しねどす
353,死んでた,死んでた,sinndeta,,8,5.0.0,しんでた
354,死の裁き,死の裁き,sinosabaki,,5,5.0.0,しのさばき
355,死ぬの？,死ぬの？,sinuno_,,6,5.0.0,しぬの？
356,しっぽり,しっぽり,sippori,,9,5.0.0,しっぽり
357,相殺殺し,相殺殺し,sousaigorosi,,3,5.0.0,そうさいごろし
358,全て殺す,全て殺す,subetekorosu,,8,5.0.0,すべてころす
359,チクビが,チクビが,tikubiga,,9,5.0.0,ちくびが
360,乳奴,乳奴,titiyatu,serif,1,5.0.0,ちちやつ
361,うるさい,うるさい,urusai,,2,5.0.0,うるさい
362,うっさ,うっさ,ussa,,9,5.0.0,うっさ
363,うざい,うざい,uzai,,4,5.0.0,うざい
364,うざいぞ,うざいぞ,uzaizo,,0,5.0.0,うざいぞ
365,うっざ,うっざ,uzza,,11,5.0.0,うっざ
366,13時出社,13時出社,13zisyussya,,8,5.0.0,13じしゅっしゃ
367,ありえる,ありえる,arieru,,9,5.0.0,ありえる
368,アウフ！,アウフ！,auhu_,,5,5.0.0,あうふ！
369,ペイイットフォワード,ペイイットフォワード,peiittofowa-do,,4,5.0.0,ぺいいっとふぉわーど
370,大事対決,大事対決,daizitaiketu,,10,5.0.0,だいじたいけつ
371,ダウト！,ダウト！,dauto_,,0,5.0.0,だうと！
372,デコモジファースト,デコモジファースト,dekomozifa-suto,,8,5.0.0,でこもじふぁーすと
373,ＤＭやめて,ＤＭやめて,dmyamete,,1,5.0.0,DMやめて
374,ドイヒー,ドイヒー,doihi-,,11,5.0.0,どいひー
375,どうしたら,どうしたら,dousitara,,1,5.0.0,どうしたら
376,昼だった,昼だった,hirudatta,,4,5.0.0,ひるだった
377,本末転倒,本末転倒,honnmatutenntou,,5,5.0.0,ほんまつてんとう
378,かなぁ,かなぁ,kanala,,5,5.0.0,かなぁ
379,かなりひどい,かなりひどい,kanarihidoi,,6,5.0.0,かなりひどい
380,体が痛い,体が痛い,karadagaitai,,2,5.0.0,からだがいたい
381,ここにしか咲かないデコモジ,ここにしか咲かないデコモジ,kokonisikasakanaidekomozi,,8,5.0.0,ここにしかさかないでこもじ
